City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,hegang,47.4,130.3667,280.83,35,84,1.86,CN,1715276964
365,gobabis,-22.45,18.9667,295.77,27,3,5.37,NA,1715276964
366,ocher,57.8904,54.7202,272.04,71,99,4.15,RU,1715276965
367,mossendjo,-2.9506,12.7261,296.69,98,77,0.92,CG,1715276965
368,khanty-mansiysk,61.0042,69.0019,282.21,100,40,3.0,RU,1715276965
369,susuman,62.7833,148.1667,272.58,86,85,1.79,RU,1715276965
370,bairnsdale,-37.8333,147.6167,284.85,96,100,0.94,AU,1715276965
371,orbetello,42.4408,11.2196,296.16,64,99,2.06,IT,1715276965
372,ta`u,-14.2336,-169.5144,301.15,79,100,4.2,AS,1715276965
373,mana,5.6592,-53.7767,301.31,74,100,4.4,GF,1715276965
374,okene,7.5981,6.2318,305.53,49,100,1.11,NG,1715276966
375,siwa oasis,29.2041,25.5195,304.01,18,8,7.62,EG,1715276966
376,pingliang,35.5392,106.6861,287.87,74,18,2.31,CN,1715276966
377,beloyarskiy,63.7119,66.6722,277.04,100,100,5.36,RU,1715276966
378,wanning,18.8003,110.3967,297.8,93,7,1.38,CN,1715276966
379,atherton,53.5237,-2.4935,294.12,63,86,0.45,GB,1715276966
380,lukolela,-1.0605,17.1821,297.8,79,97,1.08,CD,1715276966
381,atbasar,51.8,68.3333,286.97,76,57,3.85,KZ,1715276966
382,jiayuguan,39.8167,98.3,284.62,79,100,9.15,CN,1715276966
383,goundam,16.4145,-3.6708,313.9,6,4,3.18,ML,1715276966
384,woolgoolga,-30.1106,153.2007,289.08,70,98,4.23,AU,1715276967
385,soio,-6.1349,12.3689,299.47,85,77,3.72,AO,1715276967
386,kotzting,49.1769,12.8556,289.73,49,16,1.34,DE,1715276967
387,comodoro rivadavia,-45.8667,-67.5,284.07,58,0,2.06,AR,1715276815
388,cooma,-36.2333,149.1333,282.5,96,100,0.23,AU,1715276967
389,rakops,-21.0167,24.3333,294.15,20,0,2.43,BW,1715276967
390,kapa'a,22.0752,-159.319,295.14,91,75,2.06,US,1715276967
391,taltal,-25.4,-70.4833,290.68,73,100,2.14,CL,1715276836
392,sogndal,61.2283,7.1003,286.36,76,40,4.63,NO,1715276968
393,lamu,-2.2717,40.902,299.39,87,70,7.06,KE,1715276968
394,urumita,10.5589,-73.0123,304.38,69,73,1.71,CO,1715276968
395,tazacorte,28.629,-17.9293,294.69,73,20,5.14,ES,1715276968
396,qamdo,31.1667,97.2333,279.06,57,100,2.63,CN,1715276968
397,sibi,29.5448,67.8764,309.02,19,37,8.45,PK,1715276968
398,alofi,-19.0595,-169.9187,297.09,83,75,2.57,NU,1715276968
399,antigonish,45.6169,-61.9986,279.27,97,100,1.79,CA,1715276968
400,chadron,42.8294,-102.9999,283.13,90,100,1.79,US,1715276968
401,katsuren-haebaru,26.3369,127.8719,293.2,79,20,2.06,JP,1715276969
402,arkhangel'sk,64.5401,40.5433,271.0,93,100,7.0,RU,1715276704
403,bishkul,54.7803,69.1033,282.89,81,57,6.83,KZ,1715276969
404,lodwar,3.1191,35.5973,303.91,48,93,3.56,KE,1715276969
405,el calafate,-50.3408,-72.2768,274.82,86,96,1.3,AR,1715276712
406,broken hill,-31.95,141.4333,285.59,90,64,1.28,AU,1715276969
407,ciudad bolivar,8.1222,-63.5497,309.19,35,87,2.4,VE,1715276958
408,tobruk,32.0836,23.9764,293.37,76,83,8.8,LY,1715276969
409,touros,-5.1989,-35.4608,302.55,70,100,5.99,BR,1715276969
410,kachug,53.9606,105.8817,274.46,90,61,3.22,RU,1715276969
411,boyalik,41.2634,28.6314,288.03,93,100,6.03,TR,1715276970
412,raja,8.4596,25.678,304.53,13,47,1.63,SS,1715276970
413,belmonte,-15.8631,-38.8828,301.56,65,6,2.66,BR,1715276970
414,mogocha,53.7333,119.7667,275.59,52,30,0.75,RU,1715276970
415,yeed,4.55,43.0333,301.38,67,100,2.71,SO,1715276970
416,betong,5.7743,101.0723,296.16,98,97,0.52,TH,1715276970
417,dalhart,36.0595,-102.5133,293.42,22,75,8.75,US,1715276970
418,skeldon,5.8833,-57.1333,301.84,74,93,4.19,GY,1715276970
419,mugia,43.1041,-9.2179,294.21,70,77,2.9,ES,1715276970
420,vadso,70.0744,29.7487,274.64,69,0,7.2,NO,1715276970
421,mili,6.0815,171.735,301.29,81,75,5.75,MH,1715276971
422,dzhalagash,45.0833,64.6667,291.36,49,100,4.18,KZ,1715276971
423,opuwo,-18.0607,13.84,297.69,46,78,1.23,NA,1715276971
424,san rafael,-34.6177,-68.3301,289.94,22,0,6.92,AR,1715276816
425,pagar alam,-4.0167,103.2667,294.0,98,62,0.84,ID,1715276971
426,yakeshi,49.2833,120.7333,282.06,69,100,7.02,CN,1715276971
427,trenggalek,-8.05,111.7167,297.12,97,52,0.74,ID,1715276971
428,urangan,-25.3,152.9,292.7,87,99,2.24,AU,1715276971
429,anavyssos,37.7333,23.95,294.68,73,100,4.9,GR,1715276971
430,sechura,-5.5569,-80.8222,300.03,58,82,4.45,PE,1715276971
431,kidal,18.4411,1.4078,313.24,7,3,3.61,ML,1715276972
432,rasht,37.2808,49.5832,290.05,82,0,2.06,IR,1715276403
433,road town,18.4167,-64.6167,302.17,79,20,3.6,VG,1715276972
434,inhambane,-23.865,35.3833,294.14,82,20,2.24,MZ,1715276972
435,shimoda,34.6667,138.95,285.92,77,7,2.34,JP,1715276972
436,port macquarie,-31.4333,152.9167,286.98,70,81,1.42,AU,1715276831
437,uturoa,-16.7333,-151.4333,300.87,69,32,6.18,PF,1715276972
438,kununurra,-15.7667,128.7333,293.14,83,7,0.0,AU,1715276831
439,eraan,9.0629,117.7016,299.23,84,32,1.89,PH,1715276972
440,minchianabad,30.163,73.5685,308.23,15,26,3.39,PK,1715276973
441,roma,43.2128,-75.4557,290.35,55,75,1.54,US,1715276933
442,la passe,45.5549,-0.8967,296.28,76,4,4.76,FR,1715276973
443,pechora,65.1472,57.2244,271.4,95,100,2.24,RU,1715276973
444,prado,-17.3411,-39.2208,301.42,66,8,2.74,BR,1715276973
445,kristinestad,62.2743,21.376,277.09,96,100,4.78,FI,1715276973
446,maple grove,45.0725,-93.4558,291.0,50,20,7.72,US,1715276973
447,sabang,5.8933,95.3214,302.86,70,36,1.72,ID,1715276973
448,hobyo,5.3505,48.5268,302.56,80,97,5.55,SO,1715276973
449,t'aebaek,37.1759,128.9889,280.15,74,6,2.87,KR,1715276973
450,sao jose da coroa grande,-8.8978,-35.1478,300.96,74,67,5.74,BR,1715276974
451,ataq,14.5377,46.8319,299.47,60,61,4.73,YE,1715276974
452,osterhofen,48.7,13.0167,290.55,72,13,1.41,DE,1715276974
453,chacabuco,-34.6417,-60.4739,290.27,38,0,4.11,AR,1715276974
454,ulimang,7.6242,134.6421,300.38,83,72,3.41,PW,1715276974
455,alexandria,31.2156,29.9553,298.45,64,3,6.69,EG,1715276974
456,enriquillo,17.9,-71.2333,304.97,64,60,4.64,DO,1715276974
457,saint-florentin,48.0006,3.7249,294.05,83,81,3.85,FR,1715276974
458,veraval,20.9,70.3667,300.96,81,0,4.0,IN,1715276767
459,yuanping,38.7153,112.7575,293.84,46,62,1.7,CN,1715276974
460,dilling,12.05,29.65,305.02,9,84,2.04,SD,1715276974
461,heunghae,36.1125,129.3522,286.61,63,1,4.13,KR,1715276975
462,halawa heights,21.3817,-157.9183,298.41,88,75,4.12,US,1715276975
463,dalbandin,28.8947,64.4101,306.15,14,55,7.6,PK,1715276975
464,playa blanca,28.8643,-13.8281,300.26,82,100,7.34,ES,1715276975
465,hailey,43.5196,-114.3153,286.93,50,40,5.14,US,1715276975
466,mongoumba,3.6415,18.5936,299.01,80,100,1.62,CF,1715276975
467,chardara,41.2547,67.9692,291.49,78,100,3.19,KZ,1715276976
468,dryden,49.7833,-92.7503,284.31,43,0,2.57,CA,1715276976
469,sao gabriel da cachoeira,-0.1303,-67.0892,304.04,74,40,2.06,BR,1715276927
470,visakhapatnam,17.69,83.2093,298.09,88,75,2.06,IN,1715276976
471,piripiri,-4.2733,-41.7769,306.62,51,34,2.32,BR,1715276976
472,romanovo,52.6182,81.2271,289.23,59,100,5.99,RU,1715276976
473,christchurch,-43.5333,172.6333,272.86,93,1,1.03,NZ,1715276857
474,kone,-21.0595,164.8658,289.94,79,9,1.43,NC,1715276976
475,gereida,11.2811,25.1414,305.77,8,24,4.15,SD,1715276976
476,ceerigaabo,10.6162,47.368,295.64,58,58,1.41,SO,1715276976
477,santa cruz do sul,-29.7175,-52.4258,291.77,60,48,1.21,BR,1715276759
478,rongelap,11.1635,166.8941,300.09,81,76,8.27,MH,1715276977
479,utsunomiya,36.5658,139.8836,281.82,57,0,1.05,JP,1715276758
480,bracebridge,45.0334,-79.3163,288.42,38,100,3.09,CA,1715276977
481,sittwe,20.15,92.9,301.43,69,0,4.82,MM,1715276977
482,khawr fakkan,25.3313,56.342,308.18,38,0,7.0,AE,1715276977
483,karkira,36.9292,6.5856,290.27,79,23,4.06,DZ,1715276977
484,ar ruways,24.1103,52.7306,300.14,53,0,7.75,AE,1715276977
485,madalena,41.2162,-8.3345,297.47,36,54,2.13,PT,1715276977
486,san pedro pochutla,15.7333,-96.4667,306.68,31,100,3.66,MX,1715276977
487,eqbaliyeh,35.3022,51.5358,294.05,30,2,6.99,IR,1715276978
488,sanctuary point,-35.1114,150.629,287.77,90,100,2.68,AU,1715276978
489,alo,7.4178,6.7371,306.2,52,87,2.24,NG,1715276978
490,itoman,26.1247,127.6694,293.2,68,93,2.57,JP,1715276978
491,koulamoutou,-1.1303,12.4736,299.57,83,96,1.72,GA,1715276978
492,talcahuano,-36.7167,-73.1167,286.97,72,40,4.63,CL,1715276716
493,mossel bay,-34.1831,22.146,286.11,87,1,0.51,ZA,1715276978
494,galle,6.0367,80.217,301.62,77,86,1.67,LK,1715276978
495,holualoa,19.6228,-155.9522,295.06,87,0,2.06,US,1715276978
496,yaren,-0.5472,166.916,301.87,69,79,4.22,NR,1715276967
497,ishikawa,26.4233,127.8214,293.17,79,20,2.06,JP,1715276979
498,soure,-0.7167,-48.5233,301.01,81,82,1.88,BR,1715276784
499,yreka,41.7354,-122.6345,290.08,43,0,4.12,US,1715276979
500,rikaze,29.25,88.8833,280.74,58,100,1.59,CN,1715276979
501,debre mark'os,10.35,37.7333,290.93,60,100,3.09,ET,1715276979
502,haiku-pauwela,20.9219,-156.3051,297.62,81,20,2.57,US,1715276979
503,amol,36.4696,52.3507,287.38,90,16,0.56,IR,1715276979
504,gaspe,48.8334,-64.4819,284.27,32,75,5.14,CA,1715276882
505,weno,7.4515,151.8468,301.12,89,100,3.6,FM,1715276979
506,zambezi,-13.5432,23.1047,292.95,31,31,2.38,ZM,1715276980
507,sisimiut,66.9395,-53.6735,272.69,68,5,2.56,GL,1715276980
508,khovd,48.0056,91.6419,286.01,36,0,2.82,MN,1715276980
509,saint-flour,45.0833,3.0,288.09,76,51,2.03,FR,1715276980
510,capilla del monte,-30.8609,-64.5251,289.31,32,100,3.13,AR,1715276963
511,flying fish cove,-10.4217,105.6791,299.97,83,100,5.66,CX,1715276980
512,tianpeng,30.9866,103.9393,293.41,82,99,0.9,CN,1715276980
513,kuytun,54.3419,101.5036,275.72,95,100,6.14,RU,1715276980
514,porto velho,-8.7619,-63.9039,308.18,49,40,3.09,BR,1715276965
515,xiongzhou,25.1167,114.3,290.64,94,96,0.24,CN,1715276980
516,parambu,-6.2111,-40.6944,301.6,61,87,2.2,BR,1715276981
517,taro,-8.3862,115.28,296.15,100,100,0.83,ID,1715276981
518,kailua-kona,19.6406,-155.9956,297.13,86,0,2.06,US,1715276981
519,melfort,52.8667,-104.6177,292.22,20,39,6.69,CA,1715276981
520,ancud,-41.8697,-73.8203,283.19,73,63,5.78,CL,1715276981
521,pitkyaranta,61.5734,31.4792,274.56,69,34,3.23,RU,1715276981
522,gebeit,21.0667,36.3167,300.7,29,52,4.24,SD,1715276981
523,souillac,-20.5167,57.5167,298.36,69,40,5.66,MU,1715276981
524,okhotsk,59.3833,143.3,272.86,92,100,6.7,RU,1715276981
525,massa marittima,43.049,10.8928,293.57,100,92,3.23,IT,1715276981
526,varzea da palma,-17.5981,-44.7308,306.0,26,1,1.97,BR,1715276982
527,nchelenge,-9.3451,28.734,296.63,63,30,2.26,ZM,1715276982
528,derzhavinsk,51.1,66.3167,283.52,74,65,7.3,KZ,1715276982
529,columbus,39.9612,-82.9988,295.98,80,100,4.12,US,1715276709
530,baotou,40.6522,109.8222,290.18,74,97,3.06,CN,1715276982
531,lompoc,34.6391,-120.4579,295.94,68,0,2.57,US,1715276982
532,tindouf,27.6711,-8.1474,312.4,7,75,2.06,DZ,1715276982
533,magomeni,-6.8,39.25,297.13,93,51,3.34,TZ,1715276982
534,san antonio de pale,-1.4014,5.6325,300.42,85,72,4.23,GQ,1715276982
535,ouani,-12.1322,44.4258,299.75,75,12,4.12,KM,1715276982
536,muisne,0.6,-80.0333,301.04,79,95,2.78,EC,1715276983
537,ixtapa,20.7,-105.2,299.72,65,0,1.54,MX,1715276983
538,hakui,36.8833,136.7833,282.42,82,0,1.89,JP,1715276983
539,santana,-0.0583,-51.1817,304.25,70,75,2.57,BR,1715276983
540,jutai,-5.1833,-68.9,305.88,56,65,1.73,BR,1715276983
541,el nido,11.1858,119.3956,302.7,70,24,4.48,PH,1715276983
542,sandnessjoen,66.0217,12.6316,280.21,65,75,4.63,NO,1715276983
543,rurrenabaque,-14.4413,-67.5278,306.98,70,40,3.09,BO,1715276983
544,dinkelsbuhl,49.0694,10.3199,292.24,74,5,2.56,DE,1715276984
545,ola,59.5833,151.2833,273.23,91,17,1.64,RU,1715276984
546,timimoun,29.2639,0.231,307.36,11,0,5.14,DZ,1715276984
547,tahe,52.3333,124.7333,276.59,48,100,1.6,CN,1715276984
548,kindu,-2.95,25.95,296.07,98,98,0.45,CD,1715276984
549,la ronge,55.1001,-105.2842,290.29,29,40,6.69,CA,1715276984
550,ahar,38.4774,47.0699,284.5,65,24,2.25,IR,1715276984
551,turbo,8.0937,-76.7269,305.22,69,83,4.35,CO,1715276984
552,guerrero negro,27.9769,-114.0611,292.47,56,31,6.08,MX,1715276696
553,pamandzi,-12.7967,45.2794,301.03,69,40,3.6,YT,1715276985
554,ust'-kut,56.7938,105.7672,276.17,98,97,2.24,RU,1715276985
555,mandalgovi,45.7625,106.2708,277.08,68,100,13.02,MN,1715276985
556,ghadamis,30.1337,9.5007,295.64,26,3,6.21,LY,1715276985
557,berezovyy,51.6667,135.7,276.18,96,96,1.14,RU,1715276985
558,nalut,30.3333,10.85,294.0,26,2,7.32,LY,1715276985
559,salekhard,66.53,66.6019,270.04,95,100,11.62,RU,1715276985
560,ostersund,63.1792,14.6357,280.16,87,75,10.8,SE,1715276746
561,khorixas,-20.3667,14.9667,301.1,28,53,3.12,NA,1715276986
562,kapuskasing,49.4169,-82.4331,287.2,33,75,4.63,CA,1715276826
563,lazaro cardenas,17.9583,-102.2,301.17,58,26,4.08,MX,1715276986
564,betio village,1.358,172.9211,299.17,77,55,2.4,KI,1715276986
565,marine corps base hawaii - mcbh,21.4453,-157.7513,299.13,79,75,4.12,US,1715276986
566,itaituba,-4.2761,-55.9836,304.24,74,40,1.54,BR,1715276986
567,cartagena,10.3997,-75.5144,301.94,84,75,3.09,CO,1715276985
568,conil de la frontera,36.2772,-6.0885,299.03,47,38,9.78,ES,1715276986
569,terekli-mekteb,44.1671,45.8698,288.18,53,85,4.32,RU,1715276986
570,madang,-5.2246,145.7966,297.54,96,100,1.84,PG,1715276986
571,san miguel,13.4833,-88.1833,305.96,77,40,4.12,SV,1715276985
572,turochak,52.2576,87.1224,284.67,78,87,1.89,RU,1715276987
573,banda aceh,5.5577,95.3222,300.88,82,61,2.25,ID,1715276987
